Grievance/Complaint,Offense Tag(s)
I'm a student wishing to report my classmate refused to identify himself when asked by campus security. I request disciplinary action for this refusal violating school rules.,13.2
"As faculty, I'm reporting a student refused to turn in their phone or leave when directed during an exam. This refusal to obey a legal order violated rules.",13.2
I'm staff grievant about a student refusing to show ID upon entrance request by security. I request disciplinary action for this refusal to identify himself when lawfully asked.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to lower music when directed by housing staff. This refusal to obey a legal order violated policy.",13.2
I'm a student wishing to file a grievance about my classmate refusing to identify himself when asked by authorities. I believe disciplinary action should occur for this refusal violating policy.,13.2
"As faculty, I'm reporting a student refused to stop texting when I asked them to repeatedly during class yesterday. This refusal to obey a lawful order violated rules.",13.2
I'm staff grievant about a student refusing to show his ID to security when asked upon entrance yesterday. I request disciplinary action for this refusal to identify himself.,13.2
"As an administrator, I'm submitting an official complaint about a student refusing to comply when directed repeatedly to stop unauthorized flyer distribution. This refusal violated policy.",13.2
I'm a student wishing to report my classmate refused to identify himself when requested by authorities yesterday. I request disciplinary action for this refusal violating school policy.,13.2
"As faculty, I'm grievant about a student refusing to turn in their phone or leave when directed during an exam yesterday. This refusal to obey a lawful order violated rules.",13.2
I'm staff witness to a student refusing to show ID to security when lawfully asked upon entrance yesterday. I request disciplinary action for this refusal to identify himself.,13.2
